Ano,Mes,EPU_s_0.0,EPU_pred_s_0.0,Erro_s__s_0.0,EPU_s_0.05,EPU_pred_s_0.05,Erro_s__s_0.05,EPU_s_0.1,EPU_pred_s_0.1,Erro_s__s_0.1,EPU_s_0.15,EPU_pred_s_0.15,Erro_s__s_0.15,EPU_s_0.2,EPU_pred_s_0.2,Erro_s__s_0.2,EPU_s_0.25,EPU_pred_s_0.25,Erro_s__s_0.25
2019,12.0,183.1856079,205.76580178479247,39.15024463798233,196.50322709918862,170.06535022757092,27.340631553862693,185.3949225295833,183.07807607677864,6.510179772997962,185.66567737815313,181.31315370362336,4.414314955686983,183.07964106435477,205.83933987675331,23.77664448815069,184.05426040559402,173.9167979364244,4.777039563503782
2020,1.0,130.7153625,159.38853909466823,40.74708471458661,204.45485855168158,174.90579053566216,16.067929898410537,187.48344317675358,183.73731984346608,4.0076675929257535,186.15622388386672,195.86610068017785,3.7887537563102924,182.29264346748738,206.40266607676054,10.140489996672288,183.30809511602394,182.18463733484745,7.981710787950524
2020,2.0,232.2531891,230.56876507114373,8.52337478652573,210.5201006015538,201.39951760754562,14.996818440468099,188.97682606872434,231.988401869213,23.378295998716343,186.6718136048403,216.12608875645094,5.6378768630787475,181.52979365299262,214.33384528707992,16.846497532455068,182.5669673949032,189.71030182088992,5.288547600018868
2020,3.0,368.8998413,171.87642390674765,12.4812296988167,216.3417712123097,197.75775487347707,41.59384602813162,190.29228706039942,253.77992027944094,11.49192342252503,187.2175308787618,228.20318987955667,5.4034212045124725,180.79226267062018,219.8596689638039,25.982701515907394,181.83189642949532,190.09726133491094,6.922673232802022
2020,4.0,312.1482849,324.5605379154765,46.37204647624642,222.60027694666724,254.7937698546874,16.47154662388476,191.58091622758752,288.18983720270285,5.863057334264352,187.79639731220757,274.05947917907827,20.013004293572767,180.08087511484834,203.3156554814643,14.707729772012645,181.10376131407574,190.31646638571564,25.6757227481227
2020,5.0,308.7680969,297.36439346498656,23.025963138463037,229.4524515456141,240.84225485945842,21.169181628578254,192.89121175904978,276.1888365637281,6.078223485686884,188.41005859851057,245.59870891075747,21.412907211893693,179.3962198286552,210.7141390526098,11.121951789042955,180.38333763368757,234.34102483211652,35.70443654318748
2020,6.0,115.9407883,173.75201184253487,19.242900490586738,235.69868982820816,224.54769189214454,35.86303464653051,194.23567480958243,283.1359413856277,8.377118885287292,189.05871257577076,227.53470000578673,5.3872089407199075,178.7385679906292,231.78398966884248,7.3982336765650825,179.67124837988467,236.70419582383025,39.462732373570745
2020,7.0,170.9839478,190.08301553018362,37.20256864655875,240.19415418701072,243.6784655868748,14.350232899067032,195.61436559704336,262.98371541961376,1.5314933268821536,189.74155427206847,234.33809707705345,8.393757472739313,178.1079543964945,235.04303441780314,11.997977004484099,178.96799520311976,227.32593381066914,22.053679487279208
2020,8.0,263.1350098,214.46061024876389,26.529201036591147,241.86200589703387,199.52274841062862,19.82859809671111,197.02805925946475,226.94699244072592,12.755055655251493,190.4581894933327,245.20091626126467,19.720129055695683,177.50456129241266,243.29102922502562,4.477898564982607,178.27413139498196,215.85704588841176,6.5112374243439755
2020,9.0,227.6854248,208.419370158185,33.2725390919623,239.26156716706157,184.051581355015,4.393538915405301,198.47628469671204,197.025653373689,6.600367899804583,191.20817179406146,237.07699587481105,19.612135166004425,176.92852077141916,245.34175327215476,3.4038435480738,177.59018053577967,217.84768331582404,4.086983001043067
2020,10.0,345.43573,201.9819245530381,22.979120273947487,229.79757902017235,207.0816119919673,7.204026657195998,199.95151044544218,225.0370195354673,24.322085841910663,191.9897775101648,245.65934694293458,7.796996164709158,176.37954392449,242.07709613380922,1.4797366946092667,176.9164739178177,217.3606449020267,4.381711351685547
2020,11.0,265.0497437,197.25787479362728,46.30593451116671,219.46468616392883,232.46094556355507,22.73196888108456,201.44181498119235,224.86693306486987,18.597553464457942,192.8002750900059,245.1148352054122,2.407887968472687,175.85696667461153,236.31756446697509,1.6060891308391687,176.25316716583882,217.72561798890874,1.6581435797044497
2020,12.0,324.883728,225.92881772853252,24.662816179046928,208.72193358060235,184.99155919750245,38.95721477655984,202.9331181817339,204.03059156656215,19.76404792950486,193.63636169227541,241.6009563317226,1.0715313965362332,175.35994424908614,228.79773402119454,2.4546807069540555,175.60031387474345,215.6555311953998,2.1401969849733686
2021,1.0,204.1461182,182.4556811574609,3.217373032139606,197.67555131452758,173.36387905195602,15.959868004751913,204.40696424944412,174.6776903094847,3.9357489825344163,194.49362682307967,232.1665080879597,1.67905431747172,174.88727469190943,219.9014124491029,3.408227117421748,174.95779087605072,213.37888714435778,0.8830796741248993
2021,2.0,201.5782471,186.16866978534932,5.67172478139461,186.3349232615808,180.3754220464288,13.38995854314043,205.84288075150297,184.06372019948301,4.073823085229258,195.36699615000882,220.9721644311699,3.5465349911103585,174.43754411410126,212.13667077694333,4.401165809960387,174.3253542030055,210.3855074062566,1.01524353441573
2021,3.0,184.384201,193.21235690643047,2.8055065267384482,174.67124417432484,192.1668904590339,4.426082298440109,207.22208390819168,194.6737001766498,1.6104543049750566,196.25126847369563,205.91967153582405,6.116446235499154,174.00910925049797,201.04715497290604,3.405582550798755,173.70264069195704,207.35668114417436,1.0784089012352633
2021,4.0,143.5060425,191.48549648778638,4.7269718155276665,162.63137590136017,176.92287070723805,9.313127561096932,208.52890811633856,183.60827981897773,2.6309794060658165,197.1414033439526,188.4290897070496,7.214140682504957,173.60012557939183,192.18557813733523,3.1621671375942815,173.0891797121302,203.79135310633959,0.9494026763772158
2021,5.0,118.7552872,182.4959218797589,2.5967275508352534,150.163488208099,178.27132706263853,4.839346708752867,209.7530908725282,162.1838348073383,7.573408730264314,198.03312125072816,171.61416603975644,4.549263922017985,173.20873821329604,182.3576229289128,3.37271557673055,172.4844681984152,199.94590075455463,1.1707243818311746
